Gene ID	Ensembl ID	Adipose Subcutaneous	Adipose Visceral (Omentum)	Adrenal Gland	Artery Aorta	Artery Coronary	Artery Tibial	Bladder	Brain Amygdala	Brain Anterior cingulate cortex (BA24)	Brain Caudate (basal ganglia)	Brain Cerebellar Hemisphere	Brain Cerebellum	Brain Cortex	Brain Frontal Cortex (BA9)	Brain Hippocampus	Brain Hypothalamus	Brain Nucleus accumbens (basal ganglia)	Brain Putamen (basal ganglia)	Brain Spinal cord (cervical c-1)	Brain Substantia nigra	Breast Mammary Tissue	Cells Cultured fibroblasts	Cells EBV transformed lymphocytes	Cervix Ectocervix	Cervix Endocervix	Colon Sigmoid	Colon Transverse	Esophagus Gastroesophageal Junction	Esophagus Mucosa	Esophagus Muscularis	Fallopian Tube	Heart Atrial Appendage	Heart Left Ventricle	Kidney Cortex	Kidney Medulla	Liver	Lung	Minor Salivary Gland	Muscle Skeletal	Nerve Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin Not Sun Exposed Suprapubic	Skin Sun Exposed Lower leg	Small Intestine Terminal Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole Blood
ADRB3	ENSG00000188778.5	0.0601441	0.191996	0.0302042	0.0133305	0.0263597	0	10.4742	0.0898152	0.0947913	0.0225694	0	0	0.181886	0.120663	0.0554943	0.0427091	0.031971	0.0227073	0	0	0.0811459	0	0	0.285858	0.819934	3.24908	1.11963	4.81745	0.172104	7.85828	7.76798	0.0188117	0.00814014	0.01796	0.114081	0	0.12038	0	0	0	24.8697	0	0.0204998	0.577848	0.0237288	0.0184967	0.361077	0.0196339	0.522687	0.0951587	0	0.993464	0.230792	0
PSIP1	ENSG00000164985.14	26.4526	21.8399	13.6316	51.9534	36.839	45.0914	28.7947	32.8812	38.0557	34.8999	125.85	92.7989	37.4787	53.1544	28.9203	40.8711	43.0965	26.007	45.2242	28.5931	23.5288	35.4418	125.996	54.6311	52.2264	36.4734	21.6695	35.755	11.7554	29.8423	48.5371	11.5453	6.32191	9.95522	17.3294	4.52727	24.1662	12.9085	7.90541	50.8538	63.0188	5.1423	44.7737	25.0737	12.5843	12.7323	26.025	27.9721	14.1513	45.4615	30.5761	51.2118	27.8563	6.71342
PLIN2	ENSG00000147872.9	316.532	262.231	60.2285	31.5341	72.2776	31.3738	74.6002	4.05948	3.40797	5.28409	2.78135	3.18924	3.71565	3.64929	3.75033	4.06946	4.44711	4.89776	6.62922	5.55905	204.362	82.8753	45.86	62.0937	43.7639	20.4988	21.6133	23.786	10.0625	20.7178	54.6239	44.1008	19.0879	33.7213	28.7673	114.947	82.9398	23.4449	104.042	31.1407	28.4932	5.39879	9.97809	17.037	41.0264	43.1718	39.9573	27.9956	17.7397	22.7638	24.0908	34.8796	30.2126	77.0023
ABCA1	ENSG00000165029.15	31.2135	26.5546	54.6505	11.2591	17.6752	11.8074	25.49	3.90918	2.4302	8.4962	1.25409	2.14393	2.3736	1.98089	2.79976	2.84576	7.74535	5.07666	2.76384	4.87402	22.9093	18.7513	0.270682	16.6758	15.4416	29.2943	14.0678	18.0769	6.77989	16.073	19.2602	3.90605	2.49095	2.21617	3.83927	18.4806	22.0555	8.93377	6.82559	33.5184	14.9578	2.69006	3.75013	7.20864	14.8533	16.7585	13.5888	11.9097	6.4175	5.74837	11.3555	13.0792	14.7825	4.28026
RGS3	ENSG00000138835.22	16.7073	17.8551	9.05061	46.3869	24.8425	23.5307	12.597	2.96278	3.44229	3.98652	2.67273	3.3675	4.7809	4.14493	3.88271	5.88833	3.09773	4.06418	10.6247	8.64763	14.8936	7.6166	10.3762	8.65327	10.4724	12.6708	9.58088	15.6201	4.1293	13.7184	8.87811	18.2778	13.7813	16.1468	16.5787	7.2838	24.8782	4.83475	2.68752	7.48661	4.17863	4.22703	6.80835	11.8333	5.202	6.42382	8.44015	15.4609	9.29012	23.4154	15.5352	9.92	7.73979	8.95754
ITIH5	ENSG00000123243.14	107.184	53.3691	0.697713	27.5389	21.4668	71.2227	59.3703	5.6917	7.04008	9.53726	4.10727	5.03356	7.95804	8.2881	6.95725	6.39319	4.91285	10.2509	5.20806	8.41624	46.2659	0.100777	0.0873494	24.383	22.5363	73.6966	25.0263	41.8386	7.52824	28.9387	10.299	3.99818	3.98972	10.2161	12.6573	0.438768	17.8683	6.52419	4.49412	27.994	12.8013	3.23977	5.06277	26.4405	6.57357	10.0452	17.4258	0.908945	16.0942	8.85765	32.0224	24.72	15.8392	0.0463989
H19	ENSG00000130600.17	79.6534	158.699	184.713	12.704	22.2566	14.2095	53.5866	0.196644	0.3111	0.321823	0.122352	0.190368	0.40715	0.378307	0.262871	0.382568	0.417461	0.321406	0.279395	0.187984	48.9563	0.961034	0.206868	78.5911	97.9254	31.7812	9.26852	55.1508	8.93676	72.2625	129.919	60.3874	74.7592	46.398	63.4353	42.1603	12.0564	14.3136	219.928	46.6559	68.5734	13.5512	3.0515	10.3878	8.22284	8.77504	3.66676	17.7395	4.0001	14.5382	8.88678	68.13	33.5779	0.649023
IGF2	ENSG00000167244.18	66.2048	103.166	29.7511	13.5256	27.916	39.4475	27.6031	2.25272	2.39982	3.96894	1.63683	2.07166	2.2287	2.18605	2.93807	3.64714	2.96264	3.94474	6.70613	4.35521	47.8364	20.6429	0.0988314	58.1908	74.2122	23.3714	9.71786	24.4316	5.77211	22.6569	96.7206	29.7408	29.1739	9.6899	31.3255	83.4802	9.20434	9.86379	22.1921	89.3937	52.3836	3.2314	25.5379	12.7671	4.7695	8.62364	8.67167	6.70212	4.2588	18.7601	17.5045	60.5744	24.466	0.340654
RPL27A	ENSG00000166441.12	214.025	201.378	140.896	212.67	203.42	237.428	244.163	70.6751	58.1917	65.9791	112.214	96.3081	50.9838	59.361	57.5023	68.015	85.3428	60.346	103.09	76.5429	240.33	364.763	452.811	304.339	301.727	219.032	180.83	203.363	246.423	182.855	261.547	84.8419	53.8743	84.7981	134.484	68.0119	202.637	196.243	94.9738	206.831	446.784	129.391	182.447	232.846	294.388	284.364	198.358	263.921	159.32	65.012	237.11	294.197	291.954	86.5682
LGR4	ENSG00000205213.13	16.1551	9.53729	21.2581	22.0465	24.8222	17.658	15.9467	6.94279	7.01838	9.17687	20.6741	21.7706	6.44637	7.05027	4.71432	4.95331	8.41761	5.41748	13.3268	5.12334	13.336	7.46239	0.557494	12.2268	12.5434	23.9751	27.0949	14.9529	19.7346	16.3731	12.7433	18.0764	6.81902	19.6536	22.5932	18.9247	5.67763	16.5544	6.50571	21.9337	35.3452	35.324	12.0403	16.4334	30.1471	25.4203	20.7148	9.68906	19.4245	18.4765	16.4809	18.1629	23.4966	0.120155
BDNF	ENSG00000176697.18	0.145097	0.324943	0.146828	2.65236	0.659481	2.25069	1.40505	0.931821	1.43322	0.055012	5.84741	3.52209	1.0797	1.954	1.46588	1.40474	0.0634691	0.043135	0.236083	0.368938	0.213075	2.01478	0.0564419	0.168781	0.351982	0.271805	0.172556	0.0920466	0.394834	0.0845321	0.235617	0.0856405	0.872946	0.101613	0.386775	0.0434151	1.17176	0.16486	0.0511744	0.270611	0.452277	0.0558073	1.20793	1.27155	0.493183	0.560046	0.11513	0.125046	0.156758	0.793846	0.589497	0.178633	0.606927	0.00476276
IMMP1L	ENSG00000148950.9	4.09524	3.75401	3.99136	4.7445	5.26828	5.73521	5.15501	5.38617	5.48335	6.6216	13.5477	10.7544	4.85902	6.21179	4.93004	5.63496	7.33121	5.77094	5.518	4.48212	5.24652	4.77309	7.77358	6.53609	7.01129	4.74382	4.16581	4.77664	3.82384	4.64706	5.90888	3.78831	3.15233	4.41867	7.18505	2.81646	4.13757	4.60585	4.23722	6.75898	7.10344	2.63974	8.98946	6.75916	5.24818	4.87548	3.99379	4.86167	4.08865	10.3681	6.30052	6.85763	5.6009	0.481045
ELP4	ENSG00000109911.18	1.68081	1.55104	1.37225	1.91806	1.99699	2.28598	1.76875	1.22799	1.30135	1.40674	4.74903	4.14451	1.26112	1.2846	1.03811	1.06017	1.36122	1.12499	1.6676	1.04021	1.73458	2.14297	2.81397	2.27126	2.02022	1.59978	1.31412	1.62473	1.65842	1.63401	1.96094	0.913838	0.695017	0.872496	1.11851	0.678246	1.58393	1.25407	0.823547	2.35612	1.94418	0.876671	1.3666	1.33663	1.84361	1.81	1.27734	1.24875	1.08625	2.07766	1.63412	2.17791	2.12228	0.418011
NR1H3	ENSG00000025434.18	53.6729	54.8418	16.1784	11.7203	18.5652	7.95867	27.4047	4.17889	4.80656	5.88789	4.76251	5.35017	5.55691	5.22365	3.52138	4.3314	6.39834	4.91847	4.2398	5.81806	49.0899	13.3858	3.04723	28.1809	36.4241	14.4394	20.5563	12.6084	5.67034	10.386	26.617	9.32059	4.69043	12.3449	10.9646	33.9312	28.4944	9.5307	3.60194	58.1185	17.6449	5.88935	8.40157	21.8685	10.3208	9.95141	26.8203	57.1065	11.8494	27.4917	27.4738	19.5144	18.414	2.51346
PTPMT1	ENSG00000110536.13	17.7496	17.2434	23.388	16.2341	15.8908	14.5784	14.6418	13.5137	15.1017	15.3886	17.8884	16.8833	15.69	17.2324	11.4792	16.7799	15.5705	14.1519	16.5321	16.6156	18.7574	25.2807	23.6139	18.2777	19.1783	15.5527	12.1573	16.1501	13.697	15.9933	19.0839	4.69948	5.23193	10.7406	12.2832	7.83018	20.213	16.1446	9.43776	17.7199	15.8196	8.38716	20.8142	16.9643	12.9654	13.5229	11.4245	13.627	14.676	64.018	19.0123	19.2117	14.658	3.37312
MTCH2	ENSG00000109919.9	37.3463	33.5984	47.3266	31.0441	33.9856	31.8419	32.2062	27.5841	30.993	33.8484	52.5655	42.7198	30.9643	41.1711	25.4974	31.9795	31.3381	30.1278	29.6295	29.6344	33.809	74.7156	71.288	33.1112	31.3355	31.476	42.8418	32.6112	54.1022	35.9043	34.799	21.2902	24.8409	40.602	41.1133	64.6901	31.2059	32.8197	46.4119	31.1615	22.2128	12.7575	31.6951	30.7062	35.1672	37.8964	39.912	25.1324	22.5814	123.251	39.9124	37.2546	37.699	9.84178
FADS2	ENSG00000134824.13	11.5408	12.219	223.068	58.6076	37.4351	33.8077	9.15758	55.5683	52.7479	56.081	23.904	31.8911	53.196	44.9979	40.8289	62.7859	52.2786	46.553	40.5394	53.0266	7.84285	33.06	82.5122	60.8297	65.9926	18.2646	8.01556	19.1671	5.20277	17.6452	32.8227	10.0507	4.12785	4.93981	11.7784	27.6512	20.4104	11.6553	2.03428	41.3048	15.8049	2.58588	44.9602	45.6856	15.1425	7.48378	10.437	6.17532	5.78169	27.1054	8.61188	58.149	22.0411	2.6141
CPT1A	ENSG00000110090.12	37.8384	35.0216	33.2369	52.3574	44.0211	40.4886	30.7856	9.57619	10.9104	14.48	4.39556	7.02626	11.623	11.5839	6.9242	8.85554	12.587	11.2944	5.996	11.11	37.3159	24.7545	14.4985	40.0693	42.125	48.6184	52.5538	45.421	20.4705	50.0847	40.5753	13.3437	12.713	22.5027	24.9081	31.5565	36.9102	23.535	5.9767	41.9234	32.5781	11.4307	23.1229	25.6887	20.5269	23.1773	40.2922	39.416	27.2373	23.9531	27.4694	51.621	29.1325	12.6664
APOA5	ENSG00000110243.11	0.0189566	0	0	0.0420832	0.0352213	0.0402715	0.0171426	0	0	0	0.0449766	0.0642898	0.0125067	0	0	0.0152888	0	0	0	0	0.0191733	0.0477418	0	0	0	0.026275	0.0197497	0.0260945	0.0146807	0.0250124	0.0327806	0	0	0	0.0186258	309.171	0.0704903	0	0	0	0	0.383409	0.0286301	0.0375218	0	0	0.118635	0.0151841	0.0403312	1.60535	0.0599964	0.0389107	0	0
ETV6	ENSG00000139083.10	25.5452	12.9542	10.2294	29.3983	25.7648	45.0548	20.3	1.923	2.44951	2.34485	0.834022	1.04915	3.68969	3.75942	2.02462	2.53194	1.90681	2.14065	3.79569	2.59985	28.4428	8.3314	30.0045	11.8115	16.0677	23.1616	16.5622	15.1124	12.019	17.6016	16.8363	4.15359	3.30038	6.82466	9.24069	4.54757	25.0022	42.6713	3.24199	14.2731	8.49697	5.60931	8.32648	21.2899	23.834	35.5163	19.5381	26.0786	8.40374	7.28313	16.1685	14.5252	13.9158	23.1834
SSPN	ENSG00000123096.11	12.5916	9.87643	5.40705	43.8094	29.0838	28.6579	18.2315	5.86395	5.35281	8.21339	8.27723	9.01081	5.37678	4.92034	4.48675	5.24844	6.88085	6.01581	6.32412	7.38361	13.4459	2.93608	0.691567	32.1949	27.7741	22.4529	8.18906	22.0407	3.1542	22.9266	26.416	14.6401	6.50092	1.36368	2.05101	0.200872	6.95876	6.9786	16.9209	28.3528	20.3902	1.19237	3.73663	13.2012	3.60122	3.9293	6.10114	3.66076	2.78755	6.03989	11.1415	23.6256	16.6176	0.114468
HOXC12	ENSG00000123407.3	1.69772	0	0	0	0.00934716	2.71051	0.0244544	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0193556	0.42207	0	0.0494793	0.0252654	0	0	0.00800824	0	0.0051155	0	0	0	0	0.0373955	0	0	0	0.0683016	0.136823	0.0130498	0	0	0.0461732	2.36968	5.41464	0	0	0	0.225369	0	0.0236299	0.0247258	0
HOXC6	ENSG00000197757.7	20.3738	3.94506	8.64709	0.655887	0.329748	20.7558	1.07767	0.00990259	0.0102426	0.014734	0.0193639	0.0278135	0.0147932	0.0101843	0.0133737	0.0136889	0.0240797	0.0141237	0.955713	0.0113357	13.5248	47.8938	0.101117	1.01537	1.05894	0.336326	0.365111	0.675329	2.06045	0.659109	37.9262	0.247176	0.0614451	9.12307	10.7328	0.0165483	0.441772	0.119562	6.97839	30.7272	29.4281	0.132179	0.0353071	0.895172	10.4916	12.7433	7.10262	0.126119	0.118047	4.51544	1.14031	9.51411	0.759578	0.0161921
KLF5	ENSG00000102554.13	7.38767	7.29978	3.21945	5.1148	4.25613	6.61473	11.3446	1.20535	1.05366	5.75884	0.476775	0.614304	1.44641	1.37898	0.643179	1.67783	11.472	3.50023	0.410627	0.530545	10.0649	8.67804	1.87265	9.59473	9.43036	3.92419	97.5432	5.12407	302.778	4.19733	11.2826	1.12616	1.0589	5.04833	9.51265	0.864468	27.6992	77.5241	10.6458	69.0946	5.73899	4.97442	15.6959	26.0614	290.147	283.265	66.6845	1.38355	25.4239	34.0474	28.2049	5.72665	202.47	1.69216
IRS2	ENSG00000185950.8	34.5761	25.7146	24.9679	37.4282	27.0512	29.7543	15.4108	11.2399	18.1362	10.8781	27.947	26.1875	20.4698	23.8048	13.8374	16.7204	15.0114	8.29545	14.5357	11.2128	37.548	54.9307	0.463576	25.6035	27.3288	22.898	11.6495	24.708	6.36618	27.4514	20.7015	12.0884	5.36775	3.30873	4.73065	14.8659	24.117	17.9749	16.635	32.607	42.9675	3.04574	40.47	24.5358	25.479	28.4667	9.9539	10.8423	10.0969	8.06532	13.4145	29.3279	17.4451	8.0172
MAP2K5	ENSG00000137764.19	13.7606	9.87187	11.5348	12.0543	11.6265	14.195	12.9597	5.66831	8.25359	7.49225	15.1628	15.3213	12.4884	13.0101	6.78146	7.18484	8.63464	5.89458	7.3333	5.53342	12.4851	15.7622	9.82256	16.25	16.4631	15.0254	9.69719	12.1126	6.88005	11.9692	15.0037	5.85893	5.72449	5.22172	5.77723	4.10662	10.9904	8.60382	9.15246	16.4612	18.8735	4.91162	11.4977	10.6979	12.8073	13.7302	9.07197	9.58724	7.98123	20.6921	12.5149	15.579	11.5033	3.30076
SKOR1	ENSG00000188779.10	1.00444	0.639394	0.52697	1.02934	0.840032	1.03694	0.823367	0.50738	0.702363	0.666613	9.55219	13.5689	1.22238	0.97771	0.493875	0.782195	0.729177	0.577001	0.91211	0.424098	1.01565	0.227535	0.194343	1.84896	1.39127	1.14549	0.717919	0.951069	0.279782	0.809749	1.17932	0.211921	0.146436	0.318452	0.139239	0.12524	0.80155	0.500848	0.302595	1.4124	1.81957	0.262722	2.03344	1.09171	1.22943	1.32077	0.747459	0.585166	0.500315	2.40002	0.978568	1.40126	0.983308	0.0868866
CHRNA5	ENSG00000169684.13	0.207504	0.262642	0.248106	0.216763	0.206681	0.113217	0.563742	0.166345	0.183735	0.224418	0.482999	0.629775	0.190286	0.245888	0.136323	0.227115	0.195743	0.173529	0.208629	0.188334	0.3157	0.799762	2.8856	0.626739	0.481877	1.41913	0.924298	0.38563	0.499074	0.423994	0.291337	0.214235	0.217351	0.0634835	0.103927	0.0432127	0.218406	0.264416	0.356784	0.289766	0.29064	0.291081	0.150731	0.623985	0.22207	0.239523	0.656976	0.130003	0.294586	1.25499	0.154088	0.637502	0.555571	0.0458339
IGF1R	ENSG00000140443.13	13.5796	10.6205	15.329	33.4904	21.5833	41.2092	20.2565	4.79246	6.12688	6.80162	17.0247	18.6356	8.89491	8.38944	4.9049	6.13334	7.61093	5.59107	7.74496	5.13097	17.7183	18.3123	0.663617	18.8522	22.4434	23.9096	11.7021	12.3187	11.2606	15.0553	25.5396	8.24165	5.70808	8.5488	14.9604	0.629619	19.8971	16.5683	3.84655	21.7891	34.9288	9.91129	17.7293	23.4632	18.3675	18.753	10.6838	10.4524	12.6127	17.5166	29.6627	28.7793	20.4403	8.64141
CLN3	ENSG00000188603.18	14.3991	12.0889	16.7561	13.2832	13.3581	11.5151	15.7852	3.31028	3.34314	3.99542	10.1588	10.4736	4.15776	3.91913	3.43523	4.53309	3.94263	3.58727	6.81294	4.0616	17.6509	10.9186	8.84509	16.9139	19.7829	11.8216	22.579	10.7571	11.9701	10.102	16.437	4.54768	3.19757	7.96531	9.66393	7.53497	22.1799	15.2866	4.03604	17.977	19.882	6.09761	7.51371	16.3523	16.6105	17.845	18.7849	20.3379	13.02	9.0162	26.0992	17.1336	13.9607	19.0701
APOBR	ENSG00000184730.10	3.62352	3.68207	3.24785	2.10625	3.02388	1.11922	6.31482	0.885536	0.637134	0.655896	0.570057	0.468661	0.562562	0.593505	0.934198	1.21409	0.580914	0.570818	3.47152	1.54778	2.65479	0.0730722	5.35759	1.39004	2.95824	1.6894	36.1032	1.57936	2.38341	1.69806	3.37041	0.976672	0.655386	0.902879	0.991929	1.96142	25.8344	3.16387	0.408575	2.85135	0.792847	0.809882	1.13951	3.4499	3.68696	3.33999	17.9787	67.1185	2.37437	3.62318	2.93908	1.90968	2.19798	165.446
IL27	ENSG00000197272.2	0.21473	0.222581	0.18549	0.23309	0.205788	0.138608	0.136684	0.0571638	0.0343817	0.0576697	0.0930685	0.0813819	0.0370463	0.0373796	0.0500266	0.0827114	0.06387	0.0565305	0.146808	0.0963803	0.124518	0	0.256558	0.0830001	0.0861826	0.117791	0.113481	0.0742193	0.0206103	0.0867397	0.0954087	0.0414135	0.0179179	0.0554899	0.0513386	8.59184	0.673927	0.0633447	0.0189306	0.151537	0.0661183	0.0376189	0.0977731	0.108619	0.0496343	0.0677398	0.164517	2.18207	0.0531581	1.06545	0.145547	0.0806157	0.0504945	2.13655
SULT1A2	ENSG00000197165.10	0.942255	1.91083	2.48549	0.400471	1.10755	0.177112	1.20769	0.972146	1.20172	1.46979	5.00653	5.13568	1.6341	1.42728	1.12325	1.02778	1.55677	1.29875	1.05667	0.862053	1.24035	0.0535751	0.0456208	0.507734	0.516933	0.640099	4.704	0.767919	0.348498	0.655075	1.59171	1.65627	0.363116	2.14142	2.22075	16.4895	9.32154	1.02449	0.217458	2.19241	1.44027	1.09226	3.04577	0.922554	0.262888	0.297922	11.8034	5.08775	0.912376	1.58143	12.4786	0.572197	0.350011	1.11348
SULT1A1	ENSG00000196502.11	9.76936	19.3934	51.8843	4.4264	9.25845	3.26183	10.1069	12.7655	17.8366	16.5268	43.5521	45.1023	20.8638	21.6527	14.0049	15.8736	18.205	14.5689	9.86048	11.1964	14.7952	0.692541	0.369884	4.58585	12.486	5.77533	22.8495	6.9355	5.34758	6.26901	17.4311	10.0568	4.16641	13.4674	16.6261	54.8847	36.5643	9.91914	2.98994	16.8243	11.2551	7.20401	30.4966	11.7481	2.69619	3.08458	27.4193	44.5886	12.32	23.2982	45.5737	7.43109	5.59617	25.5284
ATXN2L	ENSG00000168488.18	86.0952	78.6976	69.0022	99.5	91.7512	92.4274	109.945	24.89	32.4893	30.653	184.092	228.664	66.5599	48.5698	29.9161	38.4034	33.8489	25.3242	44.4318	28.0243	89.4334	90.7979	159.599	137.574	142.396	104.478	79.4689	92.2621	78.8633	87.5317	147.734	36.3602	25.1049	50.3074	77.3887	38.0053	134.226	86.3263	35.63	131.231	124.469	37.9001	166.571	119.846	92.5894	91.9848	95.0394	130.038	72.1287	295.875	144.87	149.684	115.518	34.0917
TUFM	ENSG00000178952.10	138.54	133.815	193.093	128.274	129.774	120.545	154.485	75.0693	89.1942	89.5566	140.713	137.977	102.68	111.638	70.9001	91.436	93.8338	82.3604	97.1548	94.1503	144.306	246.078	225.281	164.969	176.387	136.842	165.226	126.001	179.583	124.935	164.052	126.111	150.116	121.546	146.5	125.864	150.401	150.155	182.127	151.914	160.836	87.1007	143.718	150.584	142.807	154.087	151.066	153.051	149.788	213.963	178.455	169.535	147.832	55.9349
MIR4721	ENSG00000283845.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH2B1	ENSG00000178188.14	28.1144	22.7601	34.6757	36.8456	33.9457	35.7082	38.9976	18.0377	23.2938	20.9992	70.5086	75.686	33.1912	28.952	18.429	21.5625	23.3184	17.3943	22.6301	17.4929	30.7058	25.0083	22.3032	54.0349	60.2983	41.9289	38.7941	37.3696	24.0088	35.4618	54.9231	16.6129	13.0742	25.6651	31.5165	12.9793	31.8514	33.3543	15.8085	46.0151	59.8032	15.4192	63.6241	50.5521	26.4385	27.2016	40.9828	48.396	30.078	50.8869	69.9216	59.4913	37.7626	10.9275
SPNS1	ENSG00000169682.17	55.2146	43.88	43.9518	69.4624	68.1294	78.3605	61.5784	13.9094	15.781	16.9518	51.4277	58.0048	22.8395	19.1949	15.0337	16.9935	17.9457	15.9885	24.2056	14.5033	52.2388	60.3456	28.4045	74.2771	75.0567	65.5338	47.2166	60.0061	38.9914	54.321	62.5541	18.934	14.7683	29.9141	30.8437	22.3588	73.6625	38.781	19.602	61.1184	53.9685	16.3918	47.7706	59.8188	57.6293	64.5308	51.8917	66.4194	38.9841	51.1524	71.6534	77.0647	54.7042	25.2135
FTO	ENSG00000140718.20	7.15525	5.43258	8.07856	8.59244	8.2688	10.7925	6.66629	4.75062	6.30614	7.39166	13.6294	10.4638	6.96869	9.17944	4.8225	7.39477	8.03894	5.47853	7.44715	5.4813	7.44015	9.37891	4.71884	10.1338	9.51687	6.48773	3.33097	6.47023	2.80128	6.52468	8.01926	3.3008	2.40296	2.32029	2.51245	1.44702	6.28746	4.19656	3.88467	8.49419	7.30229	1.59675	8.28389	5.2799	5.2688	5.78489	3.26162	3.07847	2.46785	2.52139	7.12676	9.43395	6.03386	0.640792
CETP	ENSG00000087237.10	2.95324	6.59222	2.10807	0.49942	0.966683	0.350884	0.462014	0.299207	0.308285	0.507006	0.316747	0.355713	0.360185	0.313381	0.446145	0.319815	0.38563	0.486801	0.509199	0.468302	3.02972	0.0899769	4.94652	0.549462	0.64414	0.368296	0.462676	0.289093	0.187495	0.272727	0.396103	0.421506	0.199961	2.62764	3.61652	2.3481	2.94178	0.358989	0.130349	0.372596	0.295533	0.261579	4.0797	0.656236	0.384117	0.491801	1.10322	34.9745	0.375341	0.662061	7.13885	0.651588	0.348312	1.23745
SREBF1	ENSG00000072310.16	45.1492	39.7206	285.189	19.8659	44.3124	37.3697	56.6901	37.7884	25.6136	35.3546	18.5795	27.5206	30.4535	22.4646	29.3922	32.7253	35.3708	29.002	37.045	33.3039	64.0798	42.4547	21.2964	82.8874	74.9645	56.9922	49.2502	46.6573	79.1075	37.9758	82.895	22.4332	8.70933	22.8688	44.2111	93.2654	52.1862	80.9219	19.3258	115.403	72.7733	10.7654	78.9866	69.8829	66.3798	69.6227	52.6459	33.011	31.0394	78.4453	60.2108	53.9224	80.0447	13.9614
SLC6A4	ENSG00000108576.9	0.277224	0.232693	0.0889003	0.568507	0.232642	0.114035	0.151251	0.063934	0.0805879	0.0792905	0.445208	0.379383	0.114421	0.130857	0.0875909	0.109	0.106888	0.0746478	0.128064	0.0889619	0.282468	0.0461832	1.77677	0.181959	0.153623	0.161858	0.203044	0.228475	1.64547	0.212283	0.306704	0.379592	0.0460676	0.205211	0.194622	0.0419469	35.7413	0.163188	0.0637374	0.732065	0.124302	0.186871	0.172285	0.168902	0.526285	0.679966	4.21864	0.248634	0.0853021	0.688546	0.304794	0.162154	0.374734	0.130236
CCL18	ENSG00000275385.1	1.65008	5.20936	0.268218	3.09421	6.81509	0.0869114	0.45007	0	0	0.0182534	0	0	0	0	0	0.0247018	0	0	0.0717041	0.0435538	1.52657	0	0.282433	0	0.049684	0.704747	2.00499	2.39919	0.512251	4.6702	0.255643	0.636794	0.448255	0.0605386	0.0162728	0.410485	104.061	2.39807	0.0421699	0.123643	0.0889838	0.0478609	0.0432923	0.132825	0.775519	0.396963	15.8373	8.85173	0.181955	2.30293	1.18969	0.0761508	0.0674621	0.166479
PHOSPHO1	ENSG00000173868.11	0.644817	1.12291	0.821969	0.46041	0.656243	0.244042	0.652865	0.787132	1.71913	0.749559	0.938887	1.21153	3.48177	4.32243	1.22891	0.971009	0.677848	0.839323	1.19662	1.69773	0.714418	0.122073	1.37944	0.690361	0.70593	0.429035	0.550554	0.438362	0.553973	0.448377	1.16363	0.670773	0.490674	0.797557	0.683536	0.424692	3.45735	0.650467	1.09684	0.744269	0.309631	0.136496	0.859044	1.24804	0.360527	0.383002	1.4433	11.2121	0.416092	173.111	1.14783	0.918969	0.637508	161.423
SOCS3	ENSG00000184557.4	87.2538	468.871	38.2821	73.2757	95.0275	26.0393	62.1356	5.67563	3.67406	5.71199	2.31611	3.20952	6.73577	5.49388	6.69469	10.6225	4.40535	4.2915	18.3985	10.0259	92.4106	60.7907	12.5703	18.1276	57.6357	83.7543	51.7686	66.9764	27.177	69.8605	513.484	44.5043	12.8414	45.8659	76.7887	38.7759	366.863	40.8205	5.6986	68.1544	46.9606	14.6847	61.0319	63.7673	45.6087	24.0248	45.5497	73.6545	49.9788	3.38666	88.9242	30.7102	36.3482	130.834
MYADML2	ENSG00000185105.5	0.0492495	0.0403751	0.0449286	0.117513	0.0958216	0.0450918	0.0522378	1.32465	2.58187	3.70283	1.65623	2.04074	4.51968	4.93883	0.79574	2.54173	3.87999	3.12952	0.375704	1.45808	0.0978798	0.0983198	0.168957	0.0303803	0.0867336	0.0775825	0.0919913	0.0490384	0.109964	0.0551047	0.163062	0.444206	2.04485	0.0359528	0.034295	0.0204271	0.0804318	0.326376	17.956	0.0900077	0.0367135	0.146841	0.481436	0.205819	0.0789064	0.123874	0.138682	0.0462281	0.132635	1.97803	0.0923095	0.140844	0.0621341	0.0150248
FASN	ENSG00000169710.8	374.985	290.357	37.737	28.61	46.1004	31.7339	48.654	35.8242	46.1944	30.0995	131.023	165.085	70.0422	55.639	33.6169	35.4663	36.801	25.7913	48.7909	20.1667	291.736	74.3191	86.7419	34.9899	35.4636	28.5777	31.545	36.1246	96.7744	32.6266	31.0214	11.763	5.44968	11.0011	14.7563	81.4706	73.4023	56.5687	11.8097	79.9971	30.1018	11.2967	99.0823	103.18	127.214	118.28	30.2156	17.1041	62.8895	31.8751	40.3027	34.7825	59.3506	3.41505
