Gene ID	Ensembl ID	Adipose Subcutaneous	Adipose Visceral (Omentum)	Adrenal Gland	Artery Aorta	Artery Coronary	Artery Tibial	Bladder	Brain Amygdala	Brain Anterior cingulate cortex (BA24)	Brain Caudate (basal ganglia)	Brain Cerebellar Hemisphere	Brain Cerebellum	Brain Cortex	Brain Frontal Cortex (BA9)	Brain Hippocampus	Brain Hypothalamus	Brain Nucleus accumbens (basal ganglia)	Brain Putamen (basal ganglia)	Brain Spinal cord (cervical c-1)	Brain Substantia nigra	Breast Mammary Tissue	Cells Cultured fibroblasts	Cells EBV transformed lymphocytes	Cervix Ectocervix	Cervix Endocervix	Colon Sigmoid	Colon Transverse	Esophagus Gastroesophageal Junction	Esophagus Mucosa	Esophagus Muscularis	Fallopian Tube	Heart Atrial Appendage	Heart Left Ventricle	Kidney Cortex	Kidney Medulla	Liver	Lung	Minor Salivary Gland	Muscle Skeletal	Nerve Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin Not Sun Exposed Suprapubic	Skin Sun Exposed Lower leg	Small Intestine Terminal Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole Blood
BOLA3	ENSG00000163170.11	11.4176	12.1716	12.5914	11.7863	13.9865	10.6211	10.3723	11.8927	16.4614	15.7319	19.5443	19.0982	18.2442	21.2127	10.4311	15.2023	17.3424	13.7242	12.1116	13.7344	11.6332	28.7078	36.2411	8.70453	9.52544	11.8853	12.5004	10.8195	10.9569	11.6014	10.9532	22.0724	16.5478	14.147	16.5734	5.49816	10.5193	10.5792	16.8124	11.0269	7.25906	5.48876	13.769	11.3645	5.63428	5.25418	8.73764	8.56132	12.2592	10.4009	14.5308	10.162	10.5372	1.3749
MOGS	ENSG00000115275.11	45.2169	40.7052	44.1122	53.4512	51.5736	43.6313	51.1214	10.4548	12.6333	13.2449	46.3325	50.967	21.4929	18.73	12.0135	14.9516	14.6269	11.3093	16.9207	11.5872	50.7906	75.0733	74.1012	50.0325	72.8147	42.9854	49.2906	40.562	44.7484	37.1488	59.7923	18.5209	13.8334	34.6302	44.7995	37.4359	74.4263	70.9472	17.9626	62.5786	59.5807	42.9517	75.9001	74.8703	55.0101	53.0301	72.0544	83.3916	70.5008	55.6979	86.17	61.6113	49.7982	22.1848
HTRA2	ENSG00000115317.11	36.4794	34.4055	26.1652	41.7571	38.6572	38.9139	33.94	13.9029	18.6608	14.4815	28.7861	27.6014	22.6793	23.7335	13.8339	17.2802	15.4534	11.8636	18.0374	15.1307	34.8781	34.3439	62.2639	44.1259	43.3247	33.4726	25.5442	33.7519	21.2359	31.8909	37.4936	15.1327	12.1024	15.3861	21.7446	10.6398	35.5605	22.0718	15.3264	41.6308	44.0351	8.66863	27.3927	26.9161	23.5349	24.9589	27.5635	42.2575	18.4051	39.5775	38.8035	44.3211	30.3056	20.8244
CTNNA2	ENSG00000066032.18	0.0204954	0.0360563	0.225127	0.0162907	0.0446019	0.0215213	0.0731325	38.3144	47.3399	31.8895	13.281	10.33	52.4825	62.7136	25.4796	22.0658	28.0176	18.9874	6.51947	14.5787	0.0275967	0.00878826	0.0535833	0.0995225	0.113369	1.6295	0.653164	0.561536	0.025985	0.607978	0.095032	0.0597819	0.0168856	0.028127	0.00846652	0.0102853	0.0260842	0.0417324	0.0266551	0.723217	0.0420999	0.313456	6.88644	0.138602	0.0378664	0.0343413	0.352586	0.00678589	0.103408	20.5283	0.0719258	0.0518594	0.0800106	0.00856272
ST3GAL5	ENSG00000115525.17	8.39851	11.5812	29.2536	3.73433	3.33227	2.13854	13.6016	8.66681	10.4667	10.5364	13.2538	13.1465	12.872	14.9536	9.13554	9.0141	11.9265	9.70682	15.5221	8.2459	6.77834	3.83077	1.94178	5.79579	5.60117	3.76278	3.09584	4.9108	1.54405	3.94951	10.5871	1.59429	0.871813	0.794576	1.64576	2.74546	12.6898	4.71308	3.63744	7.92582	9.45113	1.21377	8.85728	5.47107	4.40569	4.51541	5.71008	14.6435	2.55607	8.31067	31.5324	10.4064	4.39767	1.41828
EIF2AK3	ENSG00000172071.11	12.4991	12.7605	10.2062	13.105	13.4331	12.7472	13.401	3.24107	3.12243	3.3722	8.83725	8.4677	4.01537	4.4445	3.27204	4.19927	3.37913	2.91307	6.86836	3.81392	14.6185	10.5149	45.2478	19.8307	18.4025	7.73101	9.936	7.9903	10.24	7.25897	14.3855	6.41589	3.06052	4.56876	6.32066	5.82883	15.6287	27.3325	4.32151	19.2142	12.8785	18.2798	18.1879	14.0208	12.1355	12.0313	11.1401	12.4789	16.2829	5.35963	18.4881	12.4483	16.7426	1.88694
INPP4A	ENSG00000040933.15	8.89779	7.92712	8.00759	8.73829	9.60757	9.91295	13.358	6.32796	12.8981	9.27389	37.8832	35.9991	14.2484	19.1023	6.52944	9.10327	12.3157	6.38428	8.03375	5.32401	8.17296	8.11066	20.729	12.7303	11.2791	14.3386	8.60195	12.7256	4.04628	12.9868	10.9764	3.8705	3.48483	3.6699	3.8077	2.03428	11.516	5.51367	3.5848	11.3235	9.59875	2.02	10.8331	7.37958	4.57559	5.07127	10.7998	15.0491	4.58629	7.72746	9.32727	12.3056	7.80933	9.95813
POU3F3	ENSG00000198914.3	2.12324	0.0334939	0.0867916	1.27853	0.0816383	0.147772	0.0327777	27.3256	35.1941	30.8102	27.6645	30.6557	35.6786	34.7553	30.2862	24.1552	28.5666	26.759	48.2506	31.5158	0.339091	15.2034	0.0266149	0.032513	0.0404168	1.33059	0.591873	1.53706	0.0262996	0.0295417	0.211331	0.0595375	0.0159668	24.8283	77.4205	0	0.0275829	1.97608	0.0154272	0.0293858	0.117739	0	0.0603833	0.0245396	0.915447	2.62719	0.194024	0.0273421	0.0897385	0.566619	0.0481446	0.0358583	0.0311157	0
SLC5A7	ENSG00000115665.8	0.0505619	0.099531	0.34241	0.0725734	0.03227	0.104708	1.60448	0.0120593	0.0334681	1.37578	0.0157223	0.0150592	0	0	0	0.584178	0.535954	1.62757	0.0780348	0.0125185	0.0771551	0	0	0.505749	0.492665	3.20496	0.739135	1.75887	0.0602693	1.52337	0.142939	0.14664	0.0483489	0.210793	0.375792	0.0147267	0.162154	0.1421	0.00918257	0.0217094	0.108177	0.0289824	0.0128554	0.447603	0.0177064	0.0306622	0.375368	0	0.228437	0.183077	0.298755	0.245928	0.409164	0
NPHP1	ENSG00000144061.12	3.08176	2.41285	2.37895	3.8861	4.38816	3.84802	3.79256	1.78378	1.94239	3.01346	0.805818	0.952139	2.41202	2.3975	2.00015	3.87064	3.29166	2.19347	2.22355	1.71608	3.49893	3.547	0.570563	4.92666	6.48925	5.26716	2.15932	4.66201	0.892454	4.76324	6.71863	1.90969	1.49714	3.61413	4.64401	0.260606	3.88349	2.32701	4.77232	5.86585	6.00721	1.21619	15.0477	4.58901	1.56508	1.62419	1.53585	1.77041	1.92294	27.1997	10.1901	7.73798	2.90556	0.0390486
ANAPC1	ENSG00000153107.11	5.5237	4.51341	3.59555	4.81624	4.96162	5.68504	5.77003	1.59253	2.04581	2.34611	5.69442	5.81939	3.48337	3.15221	1.70992	1.9392	2.27048	1.91441	2.15245	1.54609	5.27862	12.4414	20.0196	6.45221	7.15521	5.1203	4.44623	4.95752	5.14171	4.93517	6.64162	2.31172	1.57573	1.8556	2.58354	1.54506	5.14609	4.15753	3.3171	7.21061	7.75464	2.00511	4.72269	5.00586	5.17144	5.47556	5.27168	5.46741	3.39301	6.79098	5.39075	7.75615	6.14177	0.768649
CKAP2L	ENSG00000169607.12	0.150804	0.114374	0.159251	0.146049	0.168663	0.0753267	0.0857637	0.0581035	0.0522511	0.03501	0.162725	0.146759	0.0800208	0.0855069	0.0490204	0.0328292	0.0400178	0.037834	0.0479394	0.0330715	0.0996779	8.68653	16.8092	0.0795878	0.0945336	0.067001	0.606564	0.0783228	3.34186	0.0961157	0.0758139	0.0380664	0.0215966	0.0709792	0.0381632	0.0703516	0.414934	0.212926	0.0221922	0.115528	0.0541086	0.0267809	0.0364289	0.102967	0.957976	1.00161	0.803272	0.83583	0.183898	7.72461	0.110513	0.0615953	0.934529	0.258278
GLI2	ENSG00000074047.21	2.27808	2.57277	1.55919	4.70094	5.0934	7.21278	6.10073	0.921337	0.851391	1.14112	0.657605	1.34982	1.01477	0.677801	0.324743	0.572018	1.32953	0.552661	0.249333	0.51294	2.62814	7.93652	0.013593	9.03109	10.0514	6.3785	3.22439	7.09806	1.10378	7.42484	7.19205	1.98938	0.454175	0.727977	2.21074	0.22908	3.95289	2.1087	0.498166	6.53365	22.1472	0.215374	3.33965	5.53046	4.22661	4.15747	2.34416	1.36721	1.37838	5.59949	2.14208	11.2137	5.00846	0.0059628
RNU4ATAC	ENSG00000264229.1	1.26722	1.12529	0.43518	0.525031	0.567219	0.617429	1.04637	0.691597	0.481876	0.687374	0.596792	0.538756	0.350637	0.427519	0.747204	0.813898	0.723571	0.594615	1.12015	0.875124	1.20354	0.361841	0.343426	1.12257	0.639639	0.603673	0.716288	0.44658	0.279542	0.408239	1.13302	0.453727	0.256004	0.20724	0.698522	0.231448	0.824986	0.396876	0	1.07738	0.503534	0.220906	1.13747	0.567213	0.518472	0.290818	0.569836	0.401576	0.352855	1.84198	0.502043	0.398531	0.659212	0
ERCC3	ENSG00000163161.12	45.4995	37.1422	36.442	50.1525	46.3499	47.2265	54.8803	19.2018	23.8772	23.421	90.0637	88.356	38.1715	34.6476	22.2237	26.289	27.3019	19.1954	26.6498	19.5931	45.7107	50.6542	56.5716	71.1663	71.5084	53.4021	33.3034	49.3235	33.2708	48.591	69.4821	19.1685	14.5188	21.8596	27.2194	15.4201	47.2524	35.8713	26.4384	71.4299	64.2413	16.0454	68.0161	54.7702	46.2383	47.5012	41.1611	58.0088	30.0511	70.6089	57.415	71.7683	52.4061	12.2849
SMPD4	ENSG00000136699.19	29.5388	25.1304	23.1785	39.6108	35.3174	38.1572	35.8162	11.2166	13.3826	13.1614	43.5431	47.6655	21.2348	17.6021	13.2457	21.0358	14.068	10.961	22.3652	14.658	32.0554	40.1506	46.7503	54.0375	56.9592	35.5339	25.966	34.7486	27.8678	33.3213	55.6927	13.4361	12.8594	14.886	21.9163	14.1699	31.6838	26.7272	13.586	45.2352	50.4105	12.2675	70.8221	41.2606	33.4374	35.6213	27.6302	30.3564	22.1881	48.7904	59.1325	53.9595	37.186	6.51306
CCDC115	ENSG00000136710.9	51.721	32.9741	38.6894	71.0399	59.5207	80.9217	62.2744	30.5851	41.1522	33.2285	62.8832	50.3114	41.1466	56.7164	30.7009	39.7036	35.8148	29.2132	47.4646	35.8344	48.6073	36.4595	51.6164	81.1435	80.9061	41.7188	41.6148	39.7421	48.5613	36.4095	58.5295	15.4782	10.5461	32.347	38.6065	11.9862	43.2837	39.0547	9.30311	72.7695	71.4584	14.9976	48.3088	51.7356	65.7688	70.1916	44.9485	51.7857	33.3499	28.1978	53.4362	69.5135	60.7382	17.6342
RAB3GAP1	ENSG00000115839.17	27.7729	21.248	17.3619	47.2342	36.4089	52.2354	33.1714	11.4931	16.1054	13.8727	30.4778	21.7589	17.9681	25.7002	11.169	17.6742	15.2508	10.5403	16.8882	13.4312	25.3578	40.9487	30.7331	40.4054	39.7937	32.8655	21.2912	33.1021	25.662	35.0448	30.6476	15.3848	11.9366	9.36885	12.2222	6.82289	26.2258	22.9443	20.6149	32.9647	35.1192	10.1265	26.9752	26.732	28.2286	31.7506	18.8445	19.0529	18.4151	22.1814	27.447	39.8321	34.1444	5.35917
DARS	ENSG00000115866.10	62.3878	54.0433	53.7071	58.7465	61.078	79.3891	71.4143	38.6125	35.7418	42.7666	40.709	37.8528	32.1422	37.7097	31.4326	39.2308	40.407	34.4452	52.2463	38.5942	61.2347	120.867	178.966	69.1179	71.3799	62.7464	40.2277	80.7923	61.7503	86.04	68.5454	33.2553	27.092	28.7455	46.7534	23.6804	49.8278	45.2207	46.5709	62.7961	76.2983	23.2318	44.5234	55.2864	55.2669	55.5967	44.4695	43.7176	36.9941	28.3513	63.1704	71.4827	68.3463	9.61582
HNMT	ENSG00000150540.13	37.3115	25.1348	4.40506	22.3969	31.7596	30.4165	17.3551	5.07831	4.92864	5.25688	4.23433	6.18976	4.49364	5.31508	6.51234	6.48784	6.51157	3.9388	13.0095	8.05061	26.5327	24.2018	0.176548	25.2192	26.9672	13.5363	16.9843	11.8099	5.89943	7.49761	23.6591	6.3624	1.96281	13.4191	15.5389	22.4902	17.9344	12.0736	1.21176	10.1387	41.623	5.50143	2.76367	16.2092	6.32045	7.35584	12.4916	14.181	9.25653	4.2289	10.1463	31.58	15.0257	2.02597
ZEB2	ENSG00000169554.18	31.9367	21.2073	15.2215	16.9323	26.5048	33.149	14.0725	23.1167	12.9881	15.5204	4.84096	5.98259	11.9704	15.3374	27.1634	15.0523	10.4347	19.9162	67.9321	30.4708	17.2842	14.3636	0.442164	23.8235	23.1196	9.5459	6.2868	10.2282	3.85426	8.75758	15.9187	9.79584	4.80364	3.02125	5.50479	1.57468	24.13	4.27299	2.97894	47.6258	25.6896	0.867627	1.55613	9.10575	5.28915	6.96388	9.74202	18.3275	4.45517	5.62819	9.61626	13.7795	13.3981	9.54747
MBD5	ENSG00000204406.12	1.98496	1.71747	1.7259	2.38509	2.16035	2.82923	2.68455	0.91878	1.20093	1.13899	4.02943	3.49467	1.57371	1.69702	0.988031	1.23342	1.33396	0.872274	1.66397	0.925682	2.02255	2.62358	3.12284	2.60739	2.81525	3.98233	1.68201	2.77872	1.04667	2.84109	2.29848	1.01506	0.624735	1.07946	1.10628	0.374254	1.95956	1.30854	0.943105	2.74358	3.18001	0.42445	3.0725	2.03626	1.31415	1.35323	1.43005	1.49977	1.02604	2.59449	2.37295	2.76647	2.00017	0.550734
KIF5C	ENSG00000168280.16	1.75076	1.33009	11.9988	2.36928	1.7966	2.057	3.34571	196.368	205.171	83.569	304.811	252.255	233.64	232.532	132.878	109.917	140.445	75.8366	161.646	95.4366	1.98725	0.197346	0.404375	4.88607	3.6092	5.18785	2.45463	3.6693	0.426585	3.0178	4.21199	1.12743	0.298128	0.997981	2.84267	0.150915	1.12139	0.7149	0.347538	14.7865	4.58196	0.82577	40.4368	20.1811	0.780772	0.834188	2.72087	2.77918	1.77533	47.278	1.72218	1.70177	6.0382	0.338479
MMADHC	ENSG00000168288.12	88.1771	81.5215	79.2923	114.985	112.329	138.955	97.6921	23.3597	27.3363	25.525	58.6595	48.7618	30.5319	38.7019	21.8458	30.277	29.1074	20.9897	37.1072	26.5125	91.7256	145.061	157.416	97.0624	90.9225	90.8736	72.6895	95.4633	101.551	99.0648	88.7038	56.8661	61.6676	45.1214	59.4802	62.2916	83.5112	80.4508	127.061	79.5023	93.2964	50.4955	65.9714	81.9656	101.504	106.549	70.1995	77.9938	74.4755	104.192	73.0856	103.642	96.3837	57.8887
NR4A2	ENSG00000153234.13	17.5392	48.1251	11.351	29.122	25.9645	65.0313	9.76599	2.901	4.04538	2.73989	32.9841	28.54	4.5228	5.5238	4.76807	3.45732	1.5916	1.99216	6.62759	5.10188	17.9583	1.79998	3.02363	14.2619	13.4868	8.87286	6.10833	12.2225	5.97939	7.01632	35.206	13.781	1.50108	4.26278	8.13225	4.56893	20.8053	11.611	4.34552	90.9881	145.805	3.58974	49.3817	19.0709	13.4902	12.9952	6.40716	4.00721	13.9028	11.0839	17.9281	8.14531	13.2167	2.27495
ACVR1	ENSG00000115170.13	27.6126	20.8504	9.46332	35.8907	25.5796	38.7313	24.1051	6.11487	5.84521	7.91353	9.17069	8.82679	5.86687	6.7256	8.05115	7.00201	7.40999	6.96818	9.04615	6.71785	26.0851	43.1381	0.339577	32.2719	38.0119	21.818	12.0223	19.6778	9.53518	21.7327	27.8635	12.318	6.10373	7.14065	9.81468	7.07686	21.1632	22.4918	7.99529	24.2838	26.7976	4.8914	15.4856	14.9885	16.7067	17.814	12.2045	7.5096	9.98524	5.70233	34.24	35.9392	23.0491	1.88973
TBR1	ENSG00000136535.14	0	0	0	0	0	0	0	5.20676	15.0675	0.0332078	0.0512137	0.0456504	25.4478	42.0081	2.91749	0.223846	0.0461545	0.031215	0.077024	0.0580653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00751439	0	0	0	0	0	0	0	0.0338737	0	0	0	0	0	0	1.04832	0.0251153	0	0	0
IFIH1	ENSG00000115267.5	9.26262	8.67026	9.17635	7.96703	9.8782	9.0323	5.98883	2.26892	1.81969	2.48968	0.955659	1.24171	2.17329	2.12487	2.14313	2.46123	1.96252	2.16904	4.29995	3.01614	9.77383	3.86888	87.0302	9.29358	9.35422	6.85531	7.84228	7.56358	7.53779	6.95491	9.73137	2.9094	1.9275	4.16213	7.97238	4.07637	13.4309	9.42804	1.0647	11.6783	10.283	4.27637	10.1484	6.9377	6.21383	5.99581	10.5827	15.872	6.79771	5.26614	10.361	11.0853	9.51005	2.78545
SCN3A	ENSG00000153253.16	1.72502	1.31174	0.228164	1.536	2.62788	1.7327	0.803353	3.9334	5.21476	5.14386	12.9799	11.3446	5.75602	6.44621	3.38399	9.28745	8.49927	3.44937	2.12334	3.0422	1.25766	0.00937169	0.0755694	0.604989	0.770304	0.782274	0.67474	0.825399	0.258438	0.930762	0.97412	0.34197	0.560458	0.93071	1.19384	0.0459415	0.316509	0.380971	0.306271	1.68206	0.806216	0.15283	8.06904	0.290247	0.240467	0.431649	1.26664	0.782238	0.482616	3.22172	1.95858	1.40516	0.386487	0.0577972
SCN2A	ENSG00000136531.15	0.0673468	0.163597	0.264267	0.196233	0.291711	0.103287	0.0687481	4.21337	8.34635	6.56496	70.2821	65.2019	11.4607	19.2771	5.14713	6.14524	9.12153	4.80039	1.38676	1.77184	0.193905	0.123913	0.00953275	0.2782	0.312613	0.187213	0.0870648	0.109924	0.0212193	0.0710555	0.226576	0.0400799	0.0143493	1.97623	1.54609	0.0255395	0.0898715	0.0900213	0.00982898	0.663461	0.236179	0.055169	4.21768	0.0986457	0.0617034	0.0660092	0.0821633	0.0874179	0.205787	0.357389	0.0475303	0.494157	0.348799	0.00634743
SCN1A	ENSG00000144285.17	0.00756648	0.0069443	0.014982	0.0119427	0.00660819	0.00785195	0	3.19131	5.70787	4.82108	10.7086	9.24687	8.86587	15.1379	3.64863	6.33243	4.64918	3.5688	1.73935	2.56446	0.00644271	0.296382	0.005533	0.0155747	0.0326584	0.0528674	0.0213952	0.0103763	0.00351655	0.0104417	0.0290968	0.0151095	0.0339746	0.0070749	0.013081	0.00645029	1.58977	0.00530415	0.00582544	0.0142365	0.00842704	0.0131317	0.0802236	0.00644457	0.0060593	0.00921807	0.0121367	0.00836654	0.00688643	0.177375	0.00922183	0.00741815	0.00885238	0
LRP2	ENSG00000081479.12	0.00596003	1.60022	0.00396117	0.0186068	0.0132748	0.0143755	0.00632359	1.08322	0.498384	0.70915	0.420042	0.57401	0.91683	0.725359	2.81818	1.5703	0.366114	0.89276	14.1429	4.64884	2.128	0.00340832	0.0243216	0.0774361	0.125645	0.00660049	0.00504034	0.00688697	0.00614806	0.00583816	0.0150595	0.0247156	0.00884973	20.6905	7.76883	0.192554	1.45453	0.011979	0.00683244	0.0107088	0.0214933	0.00254352	0.128689	0.0407219	0.0164021	0.0204147	0.00563284	0.0106755	0.0214463	0.623552	27.3617	0.0103293	0.0103554	0.00425034
BBS5	ENSG00000163093.11	10.8357	8.4739	9.96425	10.8256	11.8604	10.0652	13.4396	11.0617	12.5337	11.1207	17.2226	16.067	13.6293	14.7534	11.9182	13.4678	13.4378	8.79596	10.2063	9.46264	11.3525	12.0334	2.92929	16.0502	17.6917	12.8995	6.08718	12.8151	5.0193	12.4793	17.1524	6.34536	4.75088	5.93253	8.1408	2.2457	9.38676	7.38604	6.86738	19.1005	17.6125	3.48692	26.2783	14.9269	10.1381	11.5422	4.6404	7.51916	5.23264	31.7726	23.2888	17.7595	9.77973	0.151892
METTL5	ENSG00000138382.14	43.8854	33.0545	28.9334	63.2108	58.5533	59.9815	37.5221	20.4263	23.5652	20.2553	28.3132	23.0549	22.851	29.5959	18.5228	27.0955	22.7313	16.4828	27.4884	19.7548	37.4372	51.8586	65.1914	33.6387	33.3556	46.4913	28.947	43.2005	26.4986	46.4793	34.0072	21.1049	21.7312	18.769	24.9637	12.936	25.5917	22.0092	24.0938	40.0939	27.7943	17.6464	31.3138	31.6564	24.8971	23.5825	24.0905	22.7638	25.3905	25.0339	32.8503	34.964	32.7513	3.1594
GAD1	ENSG00000128683.13	0.137419	0.156246	3.03804	5.32036	2.71325	6.84337	0.328454	19.5568	48.8999	38.3981	27.7711	35.7102	34.4519	58.6952	15.1482	42.192	47.9228	25.2636	2.72458	7.21163	0.201958	0.099785	0.84284	1.02086	1.44265	0.0832327	0.0745661	0.0944894	0.399602	0.0825047	0.476659	0.0319261	0.0217731	2.02733	4.30717	0.0223894	0.27373	0.163733	0.0270795	0.17771	0.421211	0.116501	8.07446	0.842759	0.240703	0.178225	0.108574	0.155373	0.0618193	3.41724	0.292344	0.550186	0.540193	0.040654
DCAF17	ENSG00000115827.13	7.42028	5.99682	6.64121	9.28097	9.10011	9.45185	11.1243	3.31737	3.76191	4.38932	11.7886	9.65028	3.5806	4.87042	3.7706	4.44415	4.31018	3.47924	6.62376	4.07773	7.24056	11.4399	17.8659	13.6117	14.2442	10.1289	6.67195	8.51424	6.25728	8.43679	9.7675	3.06042	1.98815	3.61555	5.10289	2.69029	6.71125	6.84189	2.84688	13.1495	13.0272	3.34164	7.62459	9.63068	8.20261	8.69807	7.24939	7.13968	4.85814	8.46151	14.896	15.4565	10.6764	1.12068
DYNC1I2	ENSG00000077380.15	71.5439	56.1018	45.9259	91.2373	79.7634	112.762	76.6108	35.0424	36.436	38.8293	60.8536	48.0716	37.9097	48.7739	40.856	43.698	37.9072	35.4828	122.803	56.6862	63.1393	97.2205	55.8378	75.3065	78.956	73.2666	49.4754	71.3995	60.5968	72.6066	64.1584	27.2112	22.1283	25.7063	37.2258	9.36354	59.9261	47.8509	24.6712	85.3901	72.4454	18.9021	38.4174	44.8632	52.9787	58.342	39.495	34.1536	36.9303	60.256	55.9828	95.7287	72.351	9.9795
SLC25A12	ENSG00000115840.13	19.1225	16.3938	16.4436	30.2585	37.6164	43.4693	28.9545	12.6012	23.1502	17.5972	57.9389	46.3536	32.3966	46.349	14.1969	22.2317	19.1421	13.774	15.4949	12.0414	21.2833	19.7142	31.3467	26.1297	29.7859	44.4437	23.734	44.8634	18.133	47.5985	28.3132	44.5781	41.9312	11.8846	17.0784	1.1981	14.7824	24.0481	70.1825	24.6937	31.838	2.39953	35.5748	28.3157	21.8827	23.3415	15.7912	16.4728	17.5375	14.1965	36.641	27.9938	25.5019	3.79861
LNPK	ENSG00000144320.13	12.5186	8.30175	5.04728	12.6126	11.0718	15.9904	9.51925	5.00928	6.32658	5.32261	10.9987	8.53244	6.30332	9.10545	4.73714	6.87253	5.92275	4.39312	11.1523	5.93028	9.63247	18.8099	12.4506	18.103	15.6678	9.41987	7.65845	6.77847	10.1595	6.03903	9.94133	3.67431	3.02157	2.47715	2.77646	4.3296	7.92798	6.75626	9.17118	13.1439	10.1731	2.08355	11.2292	8.44454	13.0786	12.7395	5.99991	5.06603	4.6063	12.2526	6.65084	11.8267	15.8689	2.82134
AGPS	ENSG00000018510.13	13.7406	11.1738	9.76446	10.9677	12.612	14.7347	12.403	4.25713	4.65641	4.51023	10.6547	9.03216	4.81289	6.00646	4.6346	5.66469	4.11442	3.91645	15.7659	6.24089	10.4999	20.9352	19.582	10.1393	11.7135	13.2268	11.9963	10.6455	10.2713	11.3657	10.645	4.33146	3.73096	4.94724	6.86118	5.79474	10.7792	11.1007	6.57515	14.8437	9.11338	5.23562	6.02444	6.29199	6.16757	6.36786	9.61992	7.66214	5.35611	14.2887	9.03788	15.3369	9.64262	2.6959
PRKRA	ENSG00000180228.12	40.1088	33.132	23.0681	59.3988	50.8024	67.7091	40.8971	19.679	21.6379	19.5544	43.6404	36.876	22.5038	27.6075	19.2178	24.3807	20.7798	16.3774	35.2395	20.4667	38.0422	36.4627	49.9454	47.3284	48.289	48.8461	28.5148	46.2923	24.9516	47.8488	45.9666	18.7682	19.1562	21.522	32.249	11.6794	35.5649	27.6026	54.3646	45.8138	45.3537	13.5353	37.9687	41.0606	37.1489	40.5784	23.6164	22.3564	22.0573	50.0425	38.0232	52.0859	37.4633	4.34502
NCKAP1	ENSG00000061676.14	23.8886	18.6983	16.241	39.2821	32.1927	46.0555	26.6367	11.4876	17.7022	14.963	30.7027	23.107	16.725	25.4487	12.9939	13.6094	16.4974	10.4038	10.4244	9.65475	20.2396	36.0306	1.28979	26.425	26.2609	29.6031	16.3666	31.8409	25.5348	34.0685	25.1649	12.4215	9.60272	8.17539	12.6014	4.8146	21.3214	18.6662	17.7641	23.7286	20.7117	6.44369	18.1295	17.3372	22.9091	25.0991	12.6841	5.8689	16.7806	11.2895	23.656	29.1381	27.7528	0.161989
ITGAV	ENSG00000138448.11	37.1191	35.2552	34.2392	99.2809	77.0494	76.8726	37.4413	17.0132	18.7411	20.5493	32.4257	31.2367	17.926	18.6682	15.2515	14.5915	20.8993	17.234	45.2411	22.4024	32.0488	77.6588	8.93336	54.7652	52.3302	31.0833	19.4701	35.2054	16.0742	39.3879	37.0871	27.7642	24.1727	24.3435	27.7101	5.58759	46.6061	27.7866	12.1393	53.1853	58.0723	10.9723	19.1369	26.2118	30.77	28.966	18.7812	17.6173	20.3024	14.821	47.7366	56.1711	30.0075	0.774681
COL3A1	ENSG00000168542.14	321.543	308.501	67.6185	690.641	655.245	545.305	459.262	0.736943	0.738911	0.844654	0.652575	1.06201	0.919349	0.66752	0.881712	1.05602	0.757836	0.793016	1.52292	1.09468	222.499	1931.32	0.706063	1118.59	1110.73	521.378	288.764	281.026	77.9073	217.941	293.508	135.461	41.885	30.3693	45.1828	25.541	244.826	88.6482	14.2502	142.093	311.661	23.8795	21.6748	208.356	118.461	140.088	209.89	113.342	143.502	69.2143	144.505	748.247	461.615	0.479827
HIBCH	ENSG00000198130.15	11.6165	13.0308	39.3694	26.9902	14.1826	11.0966	14.2557	9.18218	8.10065	10.4295	7.54719	7.44241	8.08578	8.64996	8.0515	10.5179	9.25006	8.61301	12.1746	11.6492	13.0042	10.8547	16.7969	27.1393	22.6606	12.9024	15.9574	10.3234	21.4483	11.0189	12.609	9.08269	5.94789	19.5678	16.911	22.5954	10.4474	10.3627	8.63127	14.6374	12.9644	7.50927	15.9855	14.478	13.2058	12.4938	11.0824	10.4827	10.247	21.8621	18.6589	17.2636	22.1976	1.83194
GLS	ENSG00000115419.12	40.4479	35.9175	59.2411	108.504	74.0186	88.3218	24.8916	18.8856	36.4778	20.9397	92.799	64.2641	43.0227	76.9429	19.1979	27.0517	30.2175	15.8802	17.7318	16.2541	27.971	66.6501	90.5878	44.406	35.2134	27.594	21.5613	31.661	12.4526	30.5034	35.1956	16.7349	8.81413	59.6339	65.5824	3.15352	53.4059	17.4237	6.59261	40.6591	34.4681	14.3967	21.1849	20.5774	23.0923	27.1282	39.1954	42.0057	12.098	13.2816	46.8046	43.3644	24.7856	6.78403
HECW2	ENSG00000138411.10	2.68907	3.97752	1.55597	2.73846	3.36035	1.18085	0.721845	2.17254	2.79358	2.68958	11.2707	9.6137	4.30277	5.1294	2.90446	2.26782	2.66022	2.74255	3.70598	2.49532	2.63151	1.15148	3.16655	2.10575	1.40228	0.481832	0.514144	0.775975	2.22126	0.813601	0.826351	2.66819	3.03053	1.23301	0.792695	0.693437	14.4921	1.00263	0.286865	2.03332	0.625315	0.387393	2.79221	0.698334	0.890149	1.67827	1.00212	7.46226	0.668389	3.08741	6.7306	1.22113	1.65379	0.229406
